"","cue","coverage","H","unknown","xR2","xR3","N"
"11730","vital",96.5397923875433,3.63737642883842,0,1,9,300
"11731","vitality",87.0503597122302,4.21713672958214,5,1,5,300
"11732","vitamin",86.6438356164384,4.0366754943161,0,2,4,300
"11733","vitamins",76.3066202090592,4.20850547361353,0,3,7,300
"11734","vivacious",89.6860986547085,4.01922115898879,13,15,8,300
"11735","vivid",96.5753424657534,3.72393117622941,0,2,4,300
"11736","vocabulary",87.8048780487805,3.86674116195636,1,1,8,300
"11737","vocal",92.0415224913495,3.83912992891877,1,0,8,300
"11738","vocation",94.9458483754513,3.37123020970652,4,1,9,300
"11739","vodka",94.2176870748299,3.57820221544686,0,1,4,300
"11740","vogue",91.5750915750916,3.27242996376269,5,3,6,300
"11741","voice",93.5153583617747,3.88510071527219,0,1,5,300
"11742","void",90.4255319148936,3.67029148389254,3,1,7,300
"11743","volcano",87.4149659863945,3.37698609705902,0,1,4,300
"11744","volleyball",92.4657534246575,3.71739989178247,1,1,3,300
"11745","volt",91.2280701754386,3.68227514310663,2,1,7,300
"11746","voltage",80.2721088435374,3.55675520695978,1,1,1,300
"11747","volume",91.1262798634812,4.01663866033236,0,2,3,300
"11748","voluntary",86.6906474820144,4.43208279055426,0,5,12,300
"11749","volunteer",88.1720430107527,4.33122980442983,2,5,5,300
"11750","voluptuous",83.4677419354839,3.99761238494796,6,12,10,300
"11751","vomit",90.4255319148936,4.04872718167747,2,2,8,300
"11752","voodoo",85.5633802816901,3.88684760861863,3,1,5,300
"11753","vortex",85.7692307692308,4.29041841374513,7,5,9,300
"11754","vote",86.7132867132867,4.31999945816917,1,1,9,300
"11755","voter",80.4270462633452,4.36561540277957,1,3,10,300
"11756","voting",85.7142857142857,4.21722029061441,0,2,2,300
"11757","vow",95.1557093425606,3.20416926164237,2,0,5,300
"11758","vowel",86.9090909090909,3.67708766909154,2,5,9,300
"11759","voyage",91.2457912457912,3.65646983222334,0,0,3,300
"11760","vulgar",88.0701754385965,4.28306593562995,1,3,6,300
"11761","vulnerable",88.2352941176471,4.46192830514634,1,2,4,300
"11762","vulture",87.9725085910653,3.82883835175403,2,1,1,300
"11763","vulva",80,3.60266869126954,7,6,12,300
"11764","w",81.4229249011858,4.28901388155105,9,7,6,300
"11765","wacko",77.8571428571429,3.74610986626061,1,3,11,300
"11766","waddle",89.6995708154506,3.01981770652035,12,10,11,300
"11767","waffle",90.8474576271186,4.01367249204029,0,1,3,300
"11768","waffles",86.8794326241135,4.1078472768378,3,2,5,300
"11769","wag",93.3333333333333,3.11284143248219,2,2,5,300
"11770","wage",94.8275862068966,3.54127988125752,1,2,3,300
"11771","wager",94.0298507462687,3.24398892239169,7,2,7,300
"11772","wages",92.9054054054054,3.50980331181792,0,0,4,300
"11773","wagon",87.7551020408163,4.06492339670211,0,0,6,300
"11774","wail",94.5054945054945,3.45255956006083,5,3,6,300
"11775","wailing",79.0780141843972,3.78191712946369,1,3,9,300
"11776","waist",90.4761904761905,4.21160230963755,0,1,4,300
"11777","wait",86.9415807560137,4.49360200351056,0,0,9,300
"11778","waiter",96.5635738831615,3.64852074130095,1,1,4,300
"11779","waiting",83.4507042253521,4.27984116313181,0,5,6,300
"11780","waitress",92.6573426573427,4.02334488481154,2,3,2,300
"11781","wake",96.5034965034965,3.85085487501409,0,4,6,300
"11782","wake up",90.5263157894737,3.78342515944573,0,4,7,300
"11783","walk",92.8082191780822,4.10182284020951,0,1,6,300
"11784","walker",86.4583333333333,4.61763123533458,0,2,8,300
"11785","walking",85.9649122807018,4.41945601348545,2,2,5,300
"11786","walking stick",87.6811594202899,3.98614940592639,1,7,7,300
"11787","walkway",91.3533834586466,4.0576557741211,4,7,8,300
"11788","wall",90.2684563758389,4.55836890799133,0,0,2,300
"11789","wallet",90.2027027027027,3.40726490649385,0,0,4,300
"11790","wallpaper",90.3914590747331,4.25213289027434,1,4,8,300
"11791","walls",78.8321167883212,4.40124529272743,0,7,12,300
"11792","Wall Street",85.2233676975945,3.98271757754397,0,3,3,300
"11793","walnut",95.53264604811,3.88293142423387,0,2,5,300
"11794","walrus",88.0546075085324,3.92277368287305,1,1,2,300
"11795","waltz",79.3814432989691,3.8617274828139,0,3,3,300
"11796","wand",94.3262411347518,3.14522985714952,2,2,8,300
"11797","wander",89.568345323741,4.29730917765873,4,2,6,300
"11798","wanderer",85.663082437276,4.5666540290278,1,4,10,300
"11799","wandering",78.125,4.53947226521841,0,5,2,300
"11800","wane",80.8888888888889,3.71791286385173,15,8,14,300
"11801","wanker",79.6747967479675,4.29102483427292,12,6,6,300
"11802","want",90.8450704225352,3.61018711538357,0,4,8,300
"11803","wanted",85.9106529209622,4.27055158825929,0,1,7,300
"11804","wanting",86.3799283154122,4.08101264119689,0,6,9,300
"11805","war",90.9090909090909,4.41378980970721,0,0,3,300
"11806","ward",83.8129496402878,4.61454763589901,3,3,7,300
"11807","wardrobe",82.5938566552901,3.7270571725375,0,2,3,300
"11808","warehouse",79.3594306049822,4.32235894163021,3,1,8,300
"11809","warfare",85.6643356643357,4.43361567635901,2,2,4,300
"11810","warm",95.9183673469388,4.02643671355918,0,1,4,300
"11811","warmer",93.1506849315068,4.05373074822085,0,1,6,300
"11812","warming",90.3571428571429,4.15127459235108,0,6,8,300
"11813","warmth",95.8477508650519,3.86372967332469,0,3,5,300
"11814","warn",90.8127208480565,4.33298997197859,1,4,6,300
"11815","warning",92.6056338028169,3.87994126933847,1,4,5,300
"11816","warp",84.7826086956522,3.86226121693018,5,0,9,300
"11817","warrant",89.6296296296296,3.91819819995688,3,3,15,300
"11818","warranty",85.7677902621723,4.03614691201196,3,7,10,300
"11819","warrior",88.9273356401384,4.30019518688877,0,2,7,300
"11820","wars",81.3380281690141,4.40105668244142,0,5,6,300
"11821","warship",68.7943262411348,4.00209044990744,2,3,6,300
"11822","wart",90.7801418439716,4.30404712076304,2,2,8,300
"11823","wary",89.3617021276596,4.05720885978626,2,2,8,300
"11824","was",80.5343511450382,3.8243221859849,4,9,8,300
"11825","wash",92.8082191780822,3.73571148064529,0,1,6,300
"11826","wash away",90.7063197026022,4.25334441588324,1,10,8,300
"11827","washcloth",93.3333333333333,3.67619227587591,4,0,3,300
"11828","washer",94.1379310344828,3.68688911700274,1,0,7,300
"11829","washing",93.1506849315068,3.51873272130736,1,0,5,300
"11830","washing machine",90.8424908424908,3.48480068352619,0,7,13,300
"11831","Washington",75.6013745704467,3.45158705794444,1,2,2,300
"11832","wasp",95.8620689655172,3.14755985040245,3,0,1,300
"11833","waste",90.3780068728522,4.18247452812008,0,0,9,300
"11834","wasted",87.1527777777778,3.99933075097782,1,1,7,300
"11835","wasteful",86.4285714285714,4.51731237615364,2,2,10,300
"11836","wasteland",86.7158671586716,4.27153342271526,1,8,10,300
"11837","watch",90.1360544217687,3.7930597708239,0,0,6,300
"11838","watched",57.3033707865169,4.13660156200935,0,12,9,300
"11839","watcher",67.843137254902,4.4494565858464,4,7,19,300
"11840","watchful",86.4661654135338,4.14528415915179,3,6,13,300
"11841","watching",77.2881355932203,4.25293533680337,0,0,5,300
"11842","water",90.5084745762712,4.22257339294578,1,1,0,300
"11843","watercress",92.1052631578947,3.98198061995915,8,3,4,300
"11844","waterfall",84.8275862068966,4.44522474234938,1,1,5,300
"11845","watermelon",92.8082191780822,3.68364192483148,0,0,8,300
"11846","waterproof",74.2537313432836,4.43031132207043,1,12,5,300
"11847","watery",86.9230769230769,4.17900985982497,2,8,18,300
"11848","Watt",80.14440433213,3.22596651915296,3,5,4,300
"11849","wave",93.0313588850174,3.72639001184097,2,0,7,300
"11850","waver",75.7446808510638,4.72645447192262,9,10,18,300
"11851","waves",91.0958904109589,3.62441072101804,1,2,1,300
"11852","waving",87.0848708487085,3.94960933998195,0,9,11,300
"11853","wavy",84.4621513944223,3.56472615542924,2,11,21,300
"11854","wax",90.1023890784983,3.96513154580907,0,1,5,300
"11855","waxy",89.7727272727273,4.24194604339519,4,4,16,300
"11856","way",89.8601398601399,4.19785015094782,0,3,8,300
"11857","ways",71.3147410358566,4.21986456452349,2,15,13,300
"11858","wayward",77.2532188841202,4.41407107375765,10,14,9,300
"11859","we",93.7716262975779,3.53271318184002,1,2,4,300
"11860","weak",87.1323529411765,4.27628454413842,3,5,9,300
"11861","weaken",82.1292775665399,4.78097485441814,0,11,15,300
"11862","weakness",86.6425992779783,4.76608302394598,1,2,16,300
"11863","wealth",94.3859649122807,3.67041616298191,1,3,6,300
"11864","wealthy",88.3561643835616,3.63828497959701,1,1,3,300
"11865","weapon",93.9189189189189,3.77842490660353,1,0,1,300
"11866","weapons",80.6122448979592,3.96586765563145,1,0,3,300
"11867","wear",89.8954703832753,3.8645262644974,0,2,9,300
"11868","weary",88.4892086330935,3.63071296770967,4,0,10,300
"11869","weasel",84.7457627118644,4.2127232230366,1,0,2,300
"11870","weather",93.2885906040269,3.81385223262121,0,0,2,300
"11871","weatherman",69.1119691119691,4.27851784740806,3,11,10,300
"11872","weave",88.5017421602787,3.94227944363564,3,1,2,300
"11873","weaving",77.3584905660377,4.38803855854266,2,6,17,300
"11874","web",89.6551724137931,3.24373345645112,1,0,7,300
"11875","website",82.078853046595,4.02927157523735,2,4,7,300
"11876","wed",93.1407942238267,3.97721564113543,4,2,7,300
"11877","wedding",94.9152542372881,3.80324151095307,0,1,3,300
"11878","wedge",85,4.27811283399685,2,3,8,300
"11879","Wednesday",74.5644599303136,3.87461648130184,0,3,7,300
"11880","wee",90.625,3.44524950125637,3,0,3,300
"11881","weed",90.8474576271186,3.97501940007335,0,1,3,300
"11882","weeds",83.6236933797909,4.30716938803108,0,3,7,300
"11883","week",83.3910034602076,3.37071446115305,0,1,9,300
"11884","weekday",91.5194346289753,3.46092026235102,1,5,4,300
"11885","weekend",91.958041958042,4.19576104037865,2,1,6,300
"11886","weekly",86.8613138686131,4.11847253803522,5,2,7,300
"11887","weeks",92.5266903914591,3.06478182006276,1,5,6,300
"11888","weep",95.0704225352113,3.10282933340221,3,1,5,300
"11889","weeping",88.5017421602787,3.35032496125231,1,3,4,300
"11890","weigh",91.0034602076124,3.98701781602211,0,1,9,300
"11891","weight",89.0034364261168,3.83534176532041,0,2,5,300
"11892","weightless",89.8954703832753,3.47892352400022,0,4,5,300
"11893","weights",83.5051546391753,3.87209507805203,1,0,6,300
"11894","weighty",93.2142857142857,3.50310559505215,4,1,6,300
"11895","weird",90.6474820143885,3.79518938906895,1,5,9,300
"11896","weirdo",81.1387900355872,4.29885438819926,0,6,7,300
"11897","welcome",91.9014084507042,4.02644066617252,1,2,9,300
"11898","welcoming",86.3481228668942,4.21782145350792,0,1,5,300
"11899","weld",92.6056338028169,3.8902853025308,3,2,3,300
"11900","welding",82.7067669172932,4.27125937452949,8,2,6,300
"11901","welfare",86.5724381625442,4.45553875167984,1,4,6,300
"11902","well",90.1023890784983,3.68214462190848,0,0,7,300
"11903","wellbeing",89.4736842105263,3.78176544626677,0,11,12,300
"11904","well-being",96.5156794425087,3.7414641834079,0,2,9,300
"11905","well done",85.8131487889273,4.20739622347712,0,2,7,300
"11906","well known",85.2140077821012,3.65193093711094,0,13,17,300
"11907","well mannered",83.8345864661654,3.84784987543839,1,9,13,300
"11908","wellness",92.8571428571429,3.73364146819577,0,5,10,300
"11909","went",86.1538461538462,3.94797938396635,5,9,7,300
"11910","were",87.0722433460076,3.87972097714649,0,16,5,300
"11911","werewolf",85.0174216027875,4.13219160371421,1,3,4,300
"11912","west",89.0784982935154,3.68708400250479,0,1,5,300
"11913","West Coast",76.1732851985559,4.3573538259604,2,5,7,300
"11914","western",90.5923344947735,4.17443892259761,1,2,6,300
"11915","wet",94.5945945945946,3.87038970393864,0,0,4,300
"11916","wetland",80.4428044280443,4.11139051628771,2,6,11,300
"11917","whack",91.8367346938776,3.58274663648029,0,1,4,300
"11918","whale",84.1216216216216,3.95529610407991,0,0,4,300
"11919","wham",80.8943089430894,3.63513864486386,9,7,13,300
"11920","wharf",84.0637450199203,3.68282352262459,13,4,2,300
"11921","what",90.4929577464789,3.58217471568586,0,4,8,300
"11922","whatever",71.6599190283401,4.89078772419086,7,8,16,300
"11923","wheat",90.1694915254237,3.80509692756423,0,1,3,300
"11924","wheel",88.0952380952381,3.83188552334783,0,0,6,300
"11925","wheelbarrow",89.2086330935252,4.23003269159314,5,2,3,300
"11926","wheelchair",91.1660777385159,4.2469450622769,1,4,6,300
"11927","wheels",88.7372013651877,3.64685453838074,0,2,3,300
"11928","when",95.7597173144876,3.44616029557486,3,1,6,300
"11929","whenever",89.84375,4.00910671649425,5,6,17,300
"11930","where",89.198606271777,3.66963370215667,0,2,9,300
"11931","whereas",75.5102040816327,4.50728841681745,5,15,10,300
"11932","wherever",82.1969696969697,4.03654997698774,0,10,16,300
"11933","whether",84.7014925373134,3.68997258650816,2,6,14,300
"11934","which",94.6043165467626,3.83661527733696,0,3,16,300
"11935","while",83.6431226765799,3.84619912802627,1,5,18,300
"11936","whim",79.4354838709677,4.38288874540225,6,10,14,300
"11937","whimsical",79.1338582677165,4.73852834199371,6,10,8,300
"11938","whine",86.3636363636364,4.23854017600419,1,1,9,300
"11939","whining",78.397212543554,4.0484111700635,2,2,3,300
"11940","whiny",82.5910931174089,4.1737424892628,6,11,13,300
"11941","whip",87.4564459930314,4.38701720495087,1,1,8,300
"11942","whipped",87.2659176029963,3.86511296219861,2,7,13,300
"11943","whipped cream",86.0805860805861,4.11914944209949,1,9,6,300
"11944","whipping",82.1818181818182,3.92133478004962,0,7,11,300
"11945","whirl",91.2408759124088,3.80744516707347,4,3,8,300
"11946","whirlpool",81.5094339622642,4.00847401356776,1,10,12,300
"11947","whirlwind",91.2087912087912,4.09522662737509,4,4,7,300
"11948","whisk",92.7586206896552,4.11757224207396,2,1,2,300
"11949","whisker",93.2624113475177,3.69740899546829,1,2,11,300
"11950","whiskers",92.3636363636364,3.6791273289308,1,6,10,300
"11951","whiskey",89.8648648648649,4.3395410734595,0,0,4,300
"11952","whisper",89.0459363957597,3.96712228546067,2,2,7,300
"11953","whispering",83.2752613240418,4.040863287056,0,2,9,300
"11954","whistle",89.7887323943662,4.08903392602939,3,0,7,300
"11955","white",90.3114186851211,4.03273033681387,2,0,5,300
"11956","whiteboard",88.0281690140845,3.82321213964935,2,1,8,300
"11957","white coat",89.5104895104895,3.4677736916425,3,1,3,300
"11958","white flag",90.0793650793651,3.11634386626727,0,20,8,300
"11959","White House",81.1188811188811,3.60432922337281,0,3,8,300
"11960","white powder",84.0277777777778,3.49173564746945,1,1,7,300
"11961","whiz",89.247311827957,3.69260916546771,4,3,3,300
"11962","who",84.083044982699,3.3942932447745,1,2,4,300
"11963","whoever",87.0445344129555,3.91729206736919,4,14,13,300
"11964","whole",88.6206896551724,3.86551672397604,0,0,10,300
"11965","wholesome",90.6367041198502,4.1374632767575,4,5,11,300
"11966","wholly",89.2,3.42438168029932,2,16,12,300
"11967","whom",85.8778625954199,3.77112497543562,1,11,13,300
"11968","whomever",83.6820083682008,3.92533997187376,3,20,12,300
"11969","whoops",77.1863117870722,3.57783372164363,6,3,13,300
"11970","whoosh",88.3064516129032,3.8055127832574,5,14,9,300
"11971","whore",79.3594306049822,3.94279669918238,3,3,4,300
"11972","whose",85.427135678392,3.87907000032127,7,36,8,300
"11973","why",91.9014084507042,3.60196526167371,3,0,7,300
"11974","wick",89.6153846153846,3.30734227054689,6,6,10,300
"11975","wicked",93.1034482758621,3.69201463621036,1,2,3,300
"11976","wicker",94.6969696969697,3.28117008855021,8,3,6,300
"11977","wide",93.0795847750865,4.04837047445834,0,2,7,300
"11978","widget",81.6733067729084,4.23735249166616,6,9,13,300
"11979","widow",92.8813559322034,3.58805531238427,1,0,2,300
"11980","width",94.3060498220641,3.57235972163204,2,3,7,300
"11981","wiener",87.8048780487805,3.05949983696093,10,8,8,300
"11982","wife",95.1890034364261,3.59908656265061,0,1,7,300
"11983","Wi-Fi",83.728813559322,3.73826970234477,1,0,2,300
"11984","wig",82.1052631578947,3.70883981536864,1,3,6,300
"11985","wiggle",87.9725085910653,3.90025656301359,0,0,9,300
"11986","wiggly",82.9545454545455,4.20239849372552,7,4,7,300
"11987","wigwam",93.0327868852459,3.39859374977746,13,6,5,300
"11988","Wikipedia",88.013698630137,3.99226241172662,0,2,4,300
"11989","wild",90.4593639575972,4.21074408195834,0,5,7,300
"11990","wilderness",91.9732441471572,4.29978341127036,0,0,1,300
"11991","wildlife",88.8135593220339,4.25936746966843,0,1,3,300
"11992","wild west",76.8707482993197,4.10579946528786,1,0,3,300
"11993","will",89.0459363957597,4.3599454190407,1,2,10,300
"11994","William",77.6515151515152,3.66061038318178,0,15,6,300
"11995","willing",87.6865671641791,4.22640231236042,1,9,11,300
"11996","willow",88.0281690140845,3.64851932644813,3,1,5,300
"11997","willpower",91.9540229885057,4.18056922153474,1,12,12,300
"11998","wimp",83.5205992509363,4.29347787964377,4,6,9,300
"11999","win",90.1060070671378,4.19199702780691,0,5,7,300
"12000","wince",90.5829596412556,3.92326085783188,16,9,11,300
"12001","wind",87.0748299319728,4.23067337299274,0,0,6,300
"12002","winding",83.6298932384342,3.94695156372304,1,5,6,300
"12003","wind instrument",92.5531914893617,3.28091044830989,5,1,1,300
"12004","windmill",75.1851851851852,4.27199623664796,2,10,4,300
"12005","window",96.6216216216216,3.60741703167467,0,0,4,300
"12006","windows",88.6986301369863,4.00401993196748,0,1,6,300
"12007","windscreen",88.0165289256198,4.07086160824793,10,7,14,300
"12008","windshield",91.5194346289753,3.26205332349553,1,4,6,300
"12009","windy",84.3003412969283,4.07561421361968,0,2,3,300
"12010","wine",89.0784982935154,3.83763174178647,1,0,4,300
"12011","wing",95.1890034364261,3.58031370997708,1,1,4,300
"12012","wings",95.2861952861953,3.44886400963798,0,0,3,300
"12013","wink",88.8888888888889,3.88475426121826,2,6,3,300
"12014","winner",87.9310344827586,4.10157764907333,1,1,5,300
"12015","winning",86.1111111111111,4.21745586214007,2,1,4,300
"12016","winter",93.6241610738255,3.38545758946477,0,0,2,300
"12017","wipe",94.9152542372881,3.95159249477975,0,0,5,300
"12018","wipe out",89.4927536231884,4.38273127315855,5,1,7,300
"12019","wiper",92.5925925925926,3.28350455995439,3,6,9,300
